0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
767, 274
767, 273
767, 273
767, 272
766, 272
765, 271
764, 271
764, 270
762, 269
759, 269
756, 265
752, 262
746, 259
741, 253
730, 240
718, 225
704, 201
692, 176
679, 156
668, 142
661, 131
655, 120
655, 120
650, 108
647, 103
645, 99
644, 95
643, 90
641, 86
641, 82
641, 79
641, 75
641, 71
641, 67
641, 62
641, 57
641, 51
641, 44
641, 39
640, 33
640, 26
640, 20
640, 15
642, 11
645, 7
647, 3
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
648, 0
652, 3
648, 9
643, 16
634, 25
621, 39
606, 55
595, 67
586, 79
581, 89
576, 95
571, 103
569, 108
568, 113
568, 116
568, 120
568, 124
568, 128
568, 132
568, 137
568, 137
568, 141
568, 146
568, 153
568, 158
570, 164
573, 170
577, 176
580, 183
584, 189
586, 191
590, 194
592, 196
593, 197
594, 198
595, 199
597, 201
599, 204
602, 207
604, 210
606, 212
607, 214
609, 216
610, 218
611, 220
613, 221
614, 222
614, 222
614, 222
614, 222
614, 222
614, 222
614, 222
614, 223
615, 223
615, 224
615, 225
616, 226
618, 226
619, 228
620, 229
622, 231
624, 233
627, 234
629, 238
630, 239
631, 240
632, 241
633, 243
633, 245
633, 249
633, 253
629, 262
619, 276
609, 292
596, 306
585, 320
569, 336
557, 350
550, 359
545, 365
541, 370
538, 374
536, 376
534, 378
532, 381
531, 383
530, 385
528, 387
527, 388
527, 388
527, 388
527, 388
527, 388
527, 388
527, 388
527, 388
527, 388
527, 388
527, 388
527, 388
527, 388
527, 388
528, 388
530, 388
done
531, 388
532, 388
534, 388
535, 388
536, 388
536, 388
536, 388
536, 388
536, 388
536, 388
537, 388
538, 388
538, 388
538, 388
538, 386
538, 385
539, 384
539, 383
539, 375
539, 360
538, 351
538, 348
537, 346
536, 345
535, 343
533, 341
532, 337
529, 333
526, 326
520, 320
511, 309
495, 291
479, 276
464, 265
455, 258
444, 253
436, 252
430, 250
427, 250
424, 250
421, 250
420, 250
418, 250
418, 250
416, 249
412, 249
409, 249
407, 249
406, 249
404, 249
404, 249
404, 249
404, 249
404, 249
404, 249
404, 249
404, 249
404, 249
404, 249
404, 249
404, 249
404, 249
404, 249
403, 249
402, 249
401, 249
400, 248
398, 247
397, 246
396, 245
395, 244
395, 244
394, 243
394, 242
394, 240
